fips,date,year,month,emp_leisure,emp_retail,unemp_rate,state,treated,min_wage_post,min_wage_pre,wage_change,post,treated_post,wage_change_post,time_index,event_time
45,2024-07-01,2024,7,290.3,269.5,4.9,SC,0,7.25,7.25,0,0,0,0,6,-18
45,2024-08-01,2024,8,288.6,267.2,4.9,SC,0,7.25,7.25,0,0,0,0,7,-17
45,2024-09-01,2024,9,282.5,266.6,4.2,SC,0,7.25,7.25,0,0,0,0,8,-16
45,2024-10-01,2024,10,279.6,267.3,4.4,SC,0,7.25,7.25,0,0,0,0,9,-15
45,2024-11-01,2024,11,276.3,270.4,4.2,SC,0,7.25,7.25,0,0,0,0,10,-14
45,2024-12-01,2024,12,272.7,276.3,4,SC,0,7.25,7.25,0,0,0,0,11,-13
45,2025-01-01,2025,1,266.3,266.6,4.3,SC,0,7.25,7.25,0,0,0,0,12,-12
45,2025-02-01,2025,2,270.6,267.3,4.5,SC,0,7.25,7.25,0,0,0,0,13,-11
45,2025-03-01,2025,3,281.2,268.1,4.1,SC,0,7.25,7.25,0,0,0,0,14,-10
45,2025-04-01,2025,4,292.2,269.6,3.8,SC,0,7.25,7.25,0,0,0,0,15,-9
45,2025-05-01,2025,5,297.3,271.8,3.7,SC,0,7.25,7.25,0,0,0,0,16,-8
45,2025-06-01,2025,6,306.3,272,4.4,SC,0,7.25,7.25,0,0,0,0,17,-7
45,2025-07-01,2025,7,310.1,270.3,4.7,SC,0,7.25,7.25,0,0,0,0,18,-6
45,2025-08-01,2025,8,305.9,269,4.9,SC,0,7.25,7.25,0,0,0,0,19,-5
45,2025-09-01,2025,9,293.4,269.8,4.5,SC,0,7.25,7.25,0,0,0,0,20,-4
45,2025-10-01,2025,10,296.4,271.2,4.75,SC,0,7.25,7.25,0,0,0,0,21,-3
45,2025-11-01,2025,11,293,274.4,5,SC,0,7.25,7.25,0,0,0,0,22,-2
45,2025-12-01,2025,12,290.5,276.3,4.9,SC,0,7.25,7.25,0,0,0,0,23,-1
46,2024-01-01,2024,1,45.6,52.9,1.9,SD,1,11.2,11.2,0,0,0,0,0,-24
46,2024-02-01,2024,2,46.3,52.9,2.3,SD,1,11.2,11.2,0,0,0,0,1,-23
46,2024-03-01,2024,3,47.1,52.9,1.7,SD,1,11.2,11.2,0,0,0,0,2,-22
46,2024-04-01,2024,4,48.6,53.3,1.8,SD,1,11.2,11.2,0,0,0,0,3,-21
46,2024-05-01,2024,5,51.8,54.1,1.7,SD,1,11.2,11.2,0,0,0,0,4,-20
46,2024-06-01,2024,6,53.8,54.9,1.9,SD,1,11.2,11.2,0,0,0,0,5,-19
46,2024-07-01,2024,7,54,54.9,1.8,SD,1,11.2,11.2,0,0,0,0,6,-18
46,2024-08-01,2024,8,55.3,54.9,2,SD,1,11.2,11.2,0,0,0,0,7,-17
46,2024-09-01,2024,9,52,54.2,1.5,SD,1,11.2,11.2,0,0,0,0,8,-16
46,2024-10-01,2024,10,51,54.4,1.6,SD,1,11.2,11.2,0,0,0,0,9,-15
46,2024-11-01,2024,11,48.8,54.7,1.7,SD,1,11.2,11.2,0,0,0,0,10,-14
46,2024-12-01,2024,12,49.1,54.8,2,SD,1,11.2,11.2,0,0,0,0,11,-13
46,2025-01-01,2025,1,47.5,53.8,2.1,SD,1,11.2,11.2,0,0,0,0,12,-12
46,2025-02-01,2025,2,46.4,53.2,2.1,SD,1,11.2,11.2,0,0,0,0,13,-11
46,2025-03-01,2025,3,46.5,53.3,1.8,SD,1,11.2,11.2,0,0,0,0,14,-10
46,2025-04-01,2025,4,48.2,53.5,1.8,SD,1,11.2,11.2,0,0,0,0,15,-9
46,2025-05-01,2025,5,51.8,54.2,1.8,SD,1,11.2,11.2,0,0,0,0,16,-8
46,2025-06-01,2025,6,56.6,54.5,1.9,SD,1,11.2,11.2,0,0,0,0,17,-7
46,2025-07-01,2025,7,56.1,55.1,1.9,SD,1,11.2,11.2,0,0,0,0,18,-6
46,2025-08-01,2025,8,55.4,54.9,2.2,SD,1,11.2,11.2,0,0,0,0,19,-5
46,2025-09-01,2025,9,51.1,54.3,1.8,SD,1,11.2,11.2,0,0,0,0,20,-4
46,2025-10-01,2025,10,51.3,54.5,1.9500000000000002,SD,1,11.2,11.2,0,0,0,0,21,-3
46,2025-11-01,2025,11,49.6,55.1,2.1,SD,1,11.2,11.2,0,0,0,0,22,-2
46,2025-12-01,2025,12,50.8,54.8,2.4,SD,1,11.2,11.2,0,0,0,0,23,-1
47,2024-01-01,2024,1,349.5,343,3.3,TN,0,7.25,7.25,0,0,0,0,0,-24
47,2024-02-01,2024,2,353.8,342.9,3.1,TN,0,7.25,7.25,0,0,0,0,1,-23
47,2024-03-01,2024,3,361.9,343.3,3.1,TN,0,7.25,7.25,0,0,0,0,2,-22
47,2024-04-01,2024,4,368.8,343.5,2.8,TN,0,7.25,7.25,0,0,0,0,3,-21
47,2024-05-01,2024,5,376.2,345.1,2.9,TN,0,7.25,7.25,0,0,0,0,4,-20
47,2024-06-01,2024,6,378.8,345.8,3.9,TN,0,7.25,7.25,0,0,0,0,5,-19
47,2024-07-01,2024,7,376.7,344.6,3.9,TN,0,7.25,7.25,0,0,0,0,6,-18
47,2024-08-01,2024,8,376.1,344.5,3.7,TN,0,7.25,7.25,0,0,0,0,7,-17
47,2024-09-01,2024,9,370.2,343.4,3.5,TN,0,7.25,7.25,0,0,0,0,8,-16
47,2024-10-01,2024,10,367.7,344.9,3.6,TN,0,7.25,7.25,0,0,0,0,9,-15
47,2024-11-01,2024,11,368.9,351.4,3.7,TN,0,7.25,7.25,0,0,0,0,10,-14
47,2024-12-01,2024,12,366,353.7,3.5,TN,0,7.25,7.25,0,0,0,0,11,-13
47,2025-01-01,2025,1,351.4,344.2,3.8,TN,0,7.25,7.25,0,0,0,0,12,-12
47,2025-02-01,2025,2,357.7,345.7,3.5,TN,0,7.25,7.25,0,0,0,0,13,-11
47,2025-03-01,2025,3,364.9,346.5,3.3,TN,0,7.25,7.25,0,0,0,0,14,-10
47,2025-04-01,2025,4,375,348.6,2.9,TN,0,7.25,7.25,0,0,0,0,15,-9
47,2025-05-01,2025,5,383.5,347.9,3.3,TN,0,7.25,7.25,0,0,0,0,16,-8
47,2025-06-01,2025,6,386.7,348.7,4,TN,0,7.25,7.25,0,0,0,0,17,-7
47,2025-07-01,2025,7,386.8,348.6,4.4,TN,0,7.25,7.25,0,0,0,0,18,-6
47,2025-08-01,2025,8,381.6,349.1,3.6,TN,0,7.25,7.25,0,0,0,0,19,-5
47,2025-09-01,2025,9,376.6,348.5,3.5,TN,0,7.25,7.25,0,0,0,0,20,-4
47,2025-10-01,2025,10,375.3,349.5,3.55,TN,0,7.25,7.25,0,0,0,0,21,-3
47,2025-11-01,2025,11,374.4,354.9,3.6,TN,0,7.25,7.25,0,0,0,0,22,-2
47,2025-12-01,2025,12,370.4,357.9,3.4,TN,0,7.25,7.25,0,0,0,0,23,-1
48,2024-01-01,2024,1,1451.6,1396.6,4.1,TX,0,7.25,7.25,0,0,0,0,0,-24
48,2024-02-01,2024,2,1469.8,1386,4.2,TX,0,7.25,7.25,0,0,0,0,1,-23
48,2024-03-01,2024,3,1494.7,1383.2,3.9,TX,0,7.25,7.25,0,0,0,0,2,-22
48,2024-04-01,2024,4,1513.3,1387.5,3.6,TX,0,7.25,7.25,0,0,0,0,3,-21
48,2024-05-01,2024,5,1532,1391.8,3.8,TX,0,7.25,7.25,0,0,0,0,4,-20
48,2024-06-01,2024,6,1546.6,1396.2,4.5,TX,0,7.25,7.25,0,0,0,0,5,-19
48,2024-07-01,2024,7,1523.9,1390.5,4.5,TX,0,7.25,7.25,0,0,0,0,6,-18
48,2024-08-01,2024,8,1524.9,1403.4,4.4,TX,0,7.25,7.25,0,0,0,0,7,-17
48,2024-09-01,2024,9,1505,1398.7,4.1,TX,0,7.25,7.25,0,0,0,0,8,-16
48,2024-10-01,2024,10,1514.8,1415.5,4,TX,0,7.25,7.25,0,0,0,0,9,-15
48,2024-11-01,2024,11,1508.6,1435.3,4.1,TX,0,7.25,7.25,0,0,0,0,10,-14
48,2024-12-01,2024,12,1501.4,1451.4,3.7,TX,0,7.25,7.25,0,0,0,0,11,-13
48,2025-01-01,2025,1,1476,1409.4,4.1,TX,0,7.25,7.25,0,0,0,0,12,-12
48,2025-02-01,2025,2,1494.5,1402.1,4.3,TX,0,7.25,7.25,0,0,0,0,13,-11
48,2025-03-01,2025,3,1503.1,1401.5,4,TX,0,7.25,7.25,0,0,0,0,14,-10
48,2025-04-01,2025,4,1523.3,1410.8,3.7,TX,0,7.25,7.25,0,0,0,0,15,-9
48,2025-05-01,2025,5,1551.3,1415.4,4,TX,0,7.25,7.25,0,0,0,0,16,-8
48,2025-06-01,2025,6,1563.9,1418.7,4.1,TX,0,7.25,7.25,0,0,0,0,17,-7
48,2025-07-01,2025,7,1558.1,1424,4.2,TX,0,7.25,7.25,0,0,0,0,18,-6
48,2025-08-01,2025,8,1549.3,1424.4,4.7,TX,0,7.25,7.25,0,0,0,0,19,-5
48,2025-09-01,2025,9,1533.1,1424.8,4.4,TX,0,7.25,7.25,0,0,0,0,20,-4
48,2025-10-01,2025,10,1536.2,1434,4.300000000000001,TX,0,7.25,7.25,0,0,0,0,21,-3
48,2025-11-01,2025,11,1531.7,1454.8,4.2,TX,0,7.25,7.25,0,0,0,0,22,-2
48,2025-12-01,2025,12,1526.4,1478.4,3.9,TX,0,7.25,7.25,0,0,0,0,23,-1
51,2024-01-01,2024,1,394.1,393.2,2.8,VA,1,12.41,12,0.41000000000000014,0,0,0,0,-24
51,2024-02-01,2024,2,396.8,389.6,2.9,VA,1,12.41,12,0.41000000000000014,0,0,0,1,-23
51,2024-03-01,2024,3,405.4,391.1,2.7,VA,1,12.41,12,0.41000000000000014,0,0,0,2,-22
51,2024-04-01,2024,4,415.8,391,2.4,VA,1,12.41,12,0.41000000000000014,0,0,0,3,-21
51,2024-05-01,2024,5,427.8,393.4,2.8,VA,1,12.41,12,0.41000000000000014,0,0,0,4,-20
51,2024-06-01,2024,6,439.4,395.6,3.1,VA,1,12.41,12,0.41000000000000014,0,0,0,5,-19
51,2024-07-01,2024,7,438.2,394.3,3.2,VA,1,12.41,12,0.41000000000000014,0,0,0,6,-18
51,2024-08-01,2024,8,433.2,393.4,3.3,VA,1,12.41,12,0.41000000000000014,0,0,0,7,-17
51,2024-09-01,2024,9,415.2,391,2.9,VA,1,12.41,12,0.41000000000000014,0,0,0,8,-16
51,2024-10-01,2024,10,413,394.6,2.8,VA,1,12.41,12,0.41000000000000014,0,0,0,9,-15
51,2024-11-01,2024,11,410.2,401.7,2.9,VA,1,12.41,12,0.41000000000000014,0,0,0,10,-14
51,2024-12-01,2024,12,407.6,405.8,2.5,VA,1,12.41,12,0.41000000000000014,0,0,0,11,-13
51,2025-01-01,2025,1,399.1,388.8,3.1,VA,1,12.41,12,0.41000000000000014,0,0,0,12,-12
51,2025-02-01,2025,2,398.1,386.2,3.3,VA,1,12.41,12,0.41000000000000014,0,0,0,13,-11
51,2025-03-01,2025,3,406.9,388,3.5,VA,1,12.41,12,0.41000000000000014,0,0,0,14,-10
51,2025-04-01,2025,4,417.2,388.9,3.3,VA,1,12.41,12,0.41000000000000014,0,0,0,15,-9
51,2025-05-01,2025,5,427.7,392.3,3.6,VA,1,12.41,12,0.41000000000000014,0,0,0,16,-8
51,2025-06-01,2025,6,437.9,393.9,3.9,VA,1,12.41,12,0.41000000000000014,0,0,0,17,-7
51,2025-07-01,2025,7,438.3,393.5,3.8,VA,1,12.41,12,0.41000000000000014,0,0,0,18,-6
51,2025-08-01,2025,8,434.6,391,3.9,VA,1,12.41,12,0.41000000000000014,0,0,0,19,-5
51,2025-09-01,2025,9,412.6,390,3.4,VA,1,12.41,12,0.41000000000000014,0,0,0,20,-4
51,2025-10-01,2025,10,404.4,394,3.65,VA,1,12.41,12,0.41000000000000014,0,0,0,21,-3
51,2025-11-01,2025,11,401.4,403.4,3.9,VA,1,12.41,12,0.41000000000000014,0,0,0,22,-2
51,2025-12-01,2025,12,395.6,406.4,3.4,VA,1,12.41,12,0.41000000000000014,0,0,0,23,-1
50,2024-01-01,2024,1,36.5,35.7,2.5,VT,1,14.01,13.67,0.33999999999999986,0,0,0,0,-24
50,2024-02-01,2024,2,36.7,35.6,2.4,VT,1,14.01,13.67,0.33999999999999986,0,0,0,1,-23
50,2024-03-01,2024,3,35.5,35.5,2.1,VT,1,14.01,13.67,0.33999999999999986,0,0,0,2,-22
50,2024-04-01,2024,4,32.9,35.4,2.3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,3,-21
50,2024-05-01,2024,5,32.3,35.5,2,VT,1,14.01,13.67,0.33999999999999986,0,0,0,4,-20
50,2024-06-01,2024,6,35.4,35.8,2.3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,5,-19
50,2024-07-01,2024,7,37.2,36.2,2.3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,6,-18
50,2024-08-01,2024,8,37.4,35.9,2.4,VT,1,14.01,13.67,0.33999999999999986,0,0,0,7,-17
50,2024-09-01,2024,9,34.6,35.2,2.3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,8,-16
50,2024-10-01,2024,10,34.1,35.6,2,VT,1,14.01,13.67,0.33999999999999986,0,0,0,9,-15
50,2024-11-01,2024,11,32.2,35.7,2.5,VT,1,14.01,13.67,0.33999999999999986,0,0,0,10,-14
50,2024-12-01,2024,12,34.3,36.7,2.5,VT,1,14.01,13.67,0.33999999999999986,0,0,0,11,-13
50,2025-01-01,2025,1,35.4,35.8,3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,12,-12
50,2025-02-01,2025,2,35.1,35.6,3,VT,1,14.01,13.67,0.33999999999999986,0,0,0,13,-11
50,2025-03-01,2025,3,34.5,35.7,2.8,VT,1,14.01,13.67,0.33999999999999986,0,0,0,14,-10
50,2025-04-01,2025,4,32.6,35.8,2.7,VT,1,14.01,13.67,0.33999999999999986,0,0,0,15,-9
50,2025-05-01,2025,5,33.7,36.1,2.2,VT,1,14.01,13.67,0.33999999999999986,0,0,0,16,-8
50,2025-06-01,2025,6,36.9,36.3,2.4,VT,1,14.01,13.67,0.33999999999999986,0,0,0,17,-7
50,2025-07-01,2025,7,38.2,36.4,2.5,VT,1,14.01,13.67,0.33999999999999986,0,0,0,18,-6
50,2025-08-01,2025,8,38.4,36.4,2.6,VT,1,14.01,13.67,0.33999999999999986,0,0,0,19,-5
50,2025-09-01,2025,9,34.9,36.1,2.5,VT,1,14.01,13.67,0.33999999999999986,0,0,0,20,-4
50,2025-10-01,2025,10,35,36.4,2.6,VT,1,14.01,13.67,0.33999999999999986,0,0,0,21,-3
50,2025-11-01,2025,11,33.3,36.2,2.7,VT,1,14.01,13.67,0.33999999999999986,0,0,0,22,-2
50,2025-12-01,2025,12,36.2,36.8,2.6,VT,1,14.01,13.67,0.33999999999999986,0,0,0,23,-1
53,2024-01-01,2024,1,328.3,331.6,5,WA,1,16.66,16.28,0.379999999999999,0,0,0,0,-24
53,2024-02-01,2024,2,329.6,329.1,5.1,WA,1,16.66,16.28,0.379999999999999,0,0,0,1,-23
53,2024-03-01,2024,3,337.2,330.6,4.7,WA,1,16.66,16.28,0.379999999999999,0,0,0,2,-22
53,2024-04-01,2024,4,342.8,331.1,4.1,WA,1,16.66,16.28,0.379999999999999,0,0,0,3,-21
53,2024-05-01,2024,5,351.6,333.5,4.2,WA,1,16.66,16.28,0.379999999999999,0,0,0,4,-20
53,2024-06-01,2024,6,358.1,335.1,4.4,WA,1,16.66,16.28,0.379999999999999,0,0,0,5,-19
53,2024-07-01,2024,7,361,335.1,4.7,WA,1,16.66,16.28,0.379999999999999,0,0,0,6,-18
53,2024-08-01,2024,8,362.6,335.6,4.6,WA,1,16.66,16.28,0.379999999999999,0,0,0,7,-17
53,2024-09-01,2024,9,355.8,335.5,4.1,WA,1,16.66,16.28,0.379999999999999,0,0,0,8,-16
53,2024-10-01,2024,10,341.1,336.8,4.2,WA,1,16.66,16.28,0.379999999999999,0,0,0,9,-15
53,2024-11-01,2024,11,339.3,340.2,4.3,WA,1,16.66,16.28,0.379999999999999,0,0,0,10,-14
53,2024-12-01,2024,12,346.3,341.8,4.3,WA,1,16.66,16.28,0.379999999999999,0,0,0,11,-13
53,2025-01-01,2025,1,339.9,331.3,4.7,WA,1,16.66,16.28,0.379999999999999,0,0,0,12,-12
53,2025-02-01,2025,2,336.1,329.3,5,WA,1,16.66,16.28,0.379999999999999,0,0,0,13,-11
53,2025-03-01,2025,3,339.8,331.3,4.5,WA,1,16.66,16.28,0.379999999999999,0,0,0,14,-10
53,2025-04-01,2025,4,346.7,332.4,4.2,WA,1,16.66,16.28,0.379999999999999,0,0,0,15,-9
53,2025-05-01,2025,5,355,334.1,4.3,WA,1,16.66,16.28,0.379999999999999,0,0,0,16,-8
53,2025-06-01,2025,6,367.8,333.9,4.2,WA,1,16.66,16.28,0.379999999999999,0,0,0,17,-7
53,2025-07-01,2025,7,372.2,336.6,4.5,WA,1,16.66,16.28,0.379999999999999,0,0,0,18,-6
53,2025-08-01,2025,8,371.1,335.7,4.6,WA,1,16.66,16.28,0.379999999999999,0,0,0,19,-5
53,2025-09-01,2025,9,361.3,335.1,4.5,WA,1,16.66,16.28,0.379999999999999,0,0,0,20,-4
53,2025-10-01,2025,10,344.5,336,4.7,WA,1,16.66,16.28,0.379999999999999,0,0,0,21,-3
53,2025-11-01,2025,11,343,341.4,4.9,WA,1,16.66,16.28,0.379999999999999,0,0,0,22,-2
53,2025-12-01,2025,12,347.5,343.5,5.3,WA,1,16.66,16.28,0.379999999999999,0,0,0,23,-1
56,2024-01-01,2024,1,35,29.7,3.6,WY,0,7.25,7.25,0,0,0,0,0,-24
56,2024-02-01,2024,2,35,29.4,3.6,WY,0,7.25,7.25,0,0,0,0,1,-23
56,2024-03-01,2024,3,35.2,29.6,3.4,WY,0,7.25,7.25,0,0,0,0,2,-22
56,2024-04-01,2024,4,34.8,29.5,3,WY,0,7.25,7.25,0,0,0,0,3,-21
56,2024-05-01,2024,5,37.4,30.1,2.9,WY,0,7.25,7.25,0,0,0,0,4,-20
56,2024-06-01,2024,6,43,30.7,3.1,WY,0,7.25,7.25,0,0,0,0,5,-19
56,2024-07-01,2024,7,44.2,30.9,3.1,WY,0,7.25,7.25,0,0,0,0,6,-18
56,2024-08-01,2024,8,44.1,30.8,3.1,WY,0,7.25,7.25,0,0,0,0,7,-17
56,2024-09-01,2024,9,41.2,30.2,2.7,WY,0,7.25,7.25,0,0,0,0,8,-16
56,2024-10-01,2024,10,38.2,30.4,3.1,WY,0,7.25,7.25,0,0,0,0,9,-15
56,2024-11-01,2024,11,35.1,30.5,3.6,WY,0,7.25,7.25,0,0,0,0,10,-14
56,2024-12-01,2024,12,36.6,30.7,3.7,WY,0,7.25,7.25,0,0,0,0,11,-13
56,2025-01-01,2025,1,36.4,30.1,4.3,WY,0,7.25,7.25,0,0,0,0,12,-12
56,2025-02-01,2025,2,36,30.3,3.7,WY,0,7.25,7.25,0,0,0,0,13,-11
56,2025-03-01,2025,3,36,30.3,3.7,WY,0,7.25,7.25,0,0,0,0,14,-10
56,2025-04-01,2025,4,36.2,30.1,3,WY,0,7.25,7.25,0,0,0,0,15,-9
56,2025-05-01,2025,5,38.9,30.3,3.2,WY,0,7.25,7.25,0,0,0,0,16,-8
56,2025-06-01,2025,6,44,31.3,3.7,WY,0,7.25,7.25,0,0,0,0,17,-7
56,2025-07-01,2025,7,45.1,31.5,2.8,WY,0,7.25,7.25,0,0,0,0,18,-6
56,2025-08-01,2025,8,44.9,31,2.7,WY,0,7.25,7.25,0,0,0,0,19,-5
56,2025-09-01,2025,9,42.1,30.7,2.8,WY,0,7.25,7.25,0,0,0,0,20,-4
56,2025-10-01,2025,10,39.2,30.5,3.3,WY,0,7.25,7.25,0,0,0,0,21,-3
56,2025-11-01,2025,11,35.2,30.7,3.8,WY,0,7.25,7.25,0,0,0,0,22,-2
56,2025-12-01,2025,12,36.2,31,3.6,WY,0,7.25,7.25,0,0,0,0,23,-1
